#time	 a1	 c1	 intFac1	 a2	 c2	 intFac2
99.50000|0	 0.457180|	 0.076033|	 1017.950435|	0.001552|	 0.058271|	 1018.100704|	0.003300|	 0.004620|	 1012.425627
100.0000|00	 0.236109|	 0.222011|	 1047.860196|	0.001530|	 0.036301|	 1011.300885|	0.001544|	 0.003708|	 1019.304529
100.5000|00	 0.001521|	 0.142329|	 1029.103574|	0.001535|	 0.022761|	 1039.118619|	0.001545|	 0.003126|	 1026.597473
101.0000|00	 0.001535|	 0.088288|	 1040.297649|	0.001545|	 0.014449|	 1037.985067|	0.001588|	 0.002726|	 1017.542922
101.5000|00	 0.001557|	 0.054983|	 1037.540881|	0.001964|	 0.009491|	 1043.977057|	0.423162|	 0.054084|	 1013.608252
102.0000|00	 0.001531|	 0.034453|	 1022.081911|	0.001543|	 0.006412|	 1041.048280|	0.364345|	 0.238271|	 1020.898498
102.5000|00	 0.001535|	 0.021806|	 1020.789962|	0.001544|	 0.004621|	 1027.262894|	0.001519|	 0.162020|	 1036.823621
103.0000|00	 0.001539|	 0.014017|	 1022.859078|	0.001545|	 0.003579|	 1023.137209|	0.001531|	 0.099764|	 1035.066640
103.5000|00	 0.002073|	 0.009339|	 1031.543517|	0.011901|	 0.004074|	 1036.868891|	0.001551|	 0.061628|	 1032.366070
104.0000|00	 0.465690|	 0.076403|	 1034.363526|	0.385007|	 0.054944|	 1026.847564|	0.001580|	 0.038293|	 1044.633264
104.5000|00	 0.001513|	 0.164705|	 1044.809331|	0.001517|	 0.116348|	 1035.956682|	0.001519|	 0.024002|	 1020.298160
105.0000|00	 0.001533|	 0.092706|	 1025.387750|	0.001522|	 0.073481|	 1028.995208|	0.001538|	 0.015267|	 1028.591719
105.5000|00	 0.001560|	 0.053185|	 1027.261329|	0.001568|	 0.047070|	 1021.558362|	0.002176|	 0.010057|	 1039.390561
106.0000|00	 0.001536|	 0.031222|	 1022.890666|	0.001536|	 0.030177|	 1038.538590|	0.497372|	 0.089644|	 1039.610170
106.5000|00	 0.001536|	 0.018756|	 1013.802879|	0.001536|	 0.019437|	 1036.766369|	0.161082|	 0.220236|	 1025.438324
107.0000|00	 0.001540|	 0.011595|	 1041.139825|	0.001539|	 0.012683|	 1015.828085|	0.001522|	 0.137944|	 1040.548432
107.5000|00	 0.001786|	 0.007455|	 1043.409882|	0.003083|	 0.008591|	 1031.873201|	0.001536|	 0.085395|	 1009.426099
108.0000|00	 0.001548|	 0.005287|	 1013.144962|	0.552483|	 0.115581|	 1033.312068|	0.001526|	 0.053092|	 1019.149826
108.5000|00	 0.001544|	 0.003825|	 1031.419719|	0.029372|	 0.212736|	 1044.017784|	0.001531|	 0.033224|	 1028.458987
109.0000|00	 0.001545|	 0.002968|	 1022.383999|	0.001523|	 0.131621|	 1037.146544|	0.001535|	 0.021000|	 1033.121642
109.5000|00	 0.003342|	 0.002559|	 1045.099370|	0.001538|	 0.081648|	 1032.942462|	0.001757|	 0.013490|	 1026.296328
110.0000|00	 0.438852|	 0.056773|	 1010.345635|	0.001562|	 0.050875|	 1039.881880|	0.004934|	 0.009271|	 1033.465993
110.5000|00	 0.360450|	 0.242754|	 1021.194265|	0.001531|	 0.031913|	 1022.900237|	0.001541|	 0.009433|	 1041.244346
111.0000|00	 0.001519|	 0.162486|	 1026.066204|	0.001536|	 0.020236|	 1020.712216|	0.001541|	 0.009135|	 1027.667841
111.5000|00	 0.001531|	 0.098695|	 1022.398404|	0.001539|	 0.013048|	 1046.632775|	0.001542|	 0.007708|	 1022.614690
112.0000|00	 0.001552|	 0.060256|	 1029.266324|	0.011066|	 0.009454|	 1027.513030|	0.002613|	 0.006296|	 1025.991381
112.5000|00	 0.001530|	 0.037078|	 1041.502521|	0.567294|	 0.138460|	 1028.492585|	0.001554|	 0.005709|	 1027.361800
113.0000|00	 0.001535|	 0.023073|	 1015.765662|	0.001808|	 0.200807|	 1041.993484|	0.001542|	 0.006907|	 1036.013489
113.5000|00	 0.001538|	 0.014604|	 1032.040487|	0.001525|	 0.122837|	 1032.650559|	0.001541|	 0.010103|	 1026.440890
114.0000|00	 0.032468|	 0.011904|	 1041.345254|	0.001542|	 0.073832|	 1026.298725|	0.001949|	 0.010699|	 1020.094528
114.5000|00	 0.557101|	 0.159549|	 1038.772872|	0.001528|	 0.044292|	 1016.209805|	0.001541|	 0.009395|	 1043.392382
115.0000|00	 0.001520|	 0.187896|	 1035.955715|	0.001533|	 0.026758|	 1011.713073|	0.001542|	 0.007489|	 1026.578796
115.5000|00	 0.001526|	 0.116254|	 1038.850414|	0.001537|	 0.016411|	 1032.681839|	0.001543|	 0.005795|	 1013.845110
116.0000|00	 0.001543|	 0.072151|	 1008.851953|	0.001904|	 0.010369|	 1036.887749|	0.071561|	 0.009703|	 1024.064942
116.5000|00	 0.001528|	 0.045000|	 1014.115980|	0.001542|	 0.006838|	 1018.478635|	0.568802|	 0.181977|	 1030.537640
117.0000|00	 0.001533|	 0.028284|	 1034.141111|	0.001544|	 0.004686|	 1039.919140|	0.001516|	 0.189658|	 1043.919705
117.5000|00	 0.001537|	 0.017996|	 1034.103835|	0.001545|	 0.003420|	 1017.739989|	0.001526|	 0.117071|	 1021.731798
118.0000|00	 0.001844|	 0.011711|	 1022.509207|	0.006983|	 0.003123|	 1027.516757|	0.001543|	 0.072504|	 1037.507948
118.5000|00	 0.085822|	 0.014801|	 1031.418812|	0.451384|	 0.060153|	 1027.323608|	0.001571|	 0.045140|	 1038.020716
119.0000|00	 0.001525|	 0.055738|	 1042.132875|	0.257384|	 0.227155|	 1021.433358|	0.001533|	 0.028321|	 1024.370498
119.5000|00	 0.001529|	 0.038174|	 1021.257191|	0.001522|	 0.140384|	 1013.683500|	0.001537|	 0.017988|	 1016.380075
120.0000|00	 0.001613|	 0.025032|	 1030.286756|	0.001537|	 0.084249|	 1023.127475|	0.001734|	 0.011659|	 1029.675358
120.5000|00	 0.001727|	 0.016297|	 1036.569306|	0.001562|	 0.051132|	 1043.915917|	0.135078|	 0.019715|	 1023.429882
121.0000|00	 0.001540|	 0.010707|	 1012.048752|	0.001531|	 0.031412|	 1034.161518|	0.514686|	 0.194733|	 1032.220231
121.5000|00	 0.001542|	 0.007209|	 1031.270283|	0.001536|	 0.019591|	 1012.037327|	0.001518|	 0.172603|	 1040.348248
122.0000|00	 0.001544|	 0.005157|	 1023.667567|	0.001539|	 0.012476|	 1032.916044|	0.001529|	 0.106670|	 1037.435391
122.5000|00	 0.003914|	 0.004482|	 1016.009543|	0.250873|	 0.034815|	 1042.075843|	0.001547|	 0.066109|	 1015.802002
123.0000|00	 0.001544|	 0.003975|	 1033.400640|	0.440617|	 0.210141|	 1023.465609|	0.001529|	 0.041056|	 1013.201295
123.5000|00	 0.001545|	 0.003435|	 1024.653683|	0.001519|	 0.159410|	 1031.772345|	0.001534|	 0.025604|	 1009.646916
124.0000|00	 0.001545|	 0.003001|	 1009.289796|	0.001531|	 0.098839|	 1037.160550|	0.001538|	 0.016131|	 1018.407193
124.5000|00	 0.253569|	 0.026937|	 1024.067755|	0.001551|	 0.061496|	 1009.301708|	0.001905|	 0.010446|	 1043.016957
125.0000|00	 0.482167|	 0.221857|	 1024.601719|	0.001529|	 0.038475|	 1020.306940|	0.001542|	 0.006953|	 1042.155106
125.5000|00	 0.001517|	 0.174224|	 1042.347002|	0.001534|	 0.024287|	 1023.500406|	0.001544|	 0.004823|	 1029.830313
126.0000|00	 0.001529|	 0.107354|	 1018.417533|	0.001538|	 0.015548|	 1011.814625|	0.001545|	 0.003563|	 1018.777282
126.5000|00	 0.001547|	 0.066375|	 1036.692751|	0.001919|	 0.010242|	 1010.290418|	0.010371|	 0.003674|	 1007.447429
127.0000|00	 0.001578|	 0.041271|	 1042.596939|	0.267054|	 0.035271|	 1027.908006|	0.457548|	 0.063041|	 1025.894724
127.5000|00	 0.001519|	 0.025873|	 1019.196030|	0.001517|	 0.116265|	 1041.664359|	0.003536|	 0.178321|	 1030.748141
128.0000|00	 0.001537|	 0.016441|	 1007.928579|	0.001523|	 0.067469|	 1044.665772|	0.001528|	 0.108872|	 1006.962581
128.5000|00	 0.001888|	 0.010733|	 1011.796805|	0.001581|	 0.040150|	 1023.619349|	0.001547|	 0.066569|	 1022.826854
129.0000|00	 0.324363|	 0.045281|	 1014.628570|	0.001640|	 0.024323|	 1034.484517|	0.001579|	 0.041052|	 1041.459564
129.5000|00	 0.393878|	 0.218773|	 1032.253339|	0.001538|	 0.015034|	 1010.472684|	0.001534|	 0.025597|	 1027.866221
130.0000|00	 0.001520|	 0.155028|	 1029.192335|	0.001541|	 0.009558|	 1032.379268|	0.001537|	 0.016211|	 1015.211731
130.5000|00	 0.001532|	 0.095876|	 1035.640171|	0.001543|	 0.006333|	 1034.848528|	0.001541|	 0.010501|	 1029.578654
131.0000|00	 0.001552|	 0.059521|	 1014.207196|	0.003181|	 0.004838|	 1011.842418|	0.438917|	 0.070511|	 1015.590705
131.5000|00	 0.001530|	 0.037144|	 1011.184116|	0.001544|	 0.003706|	 1030.323916|	0.266130|	 0.222403|	 1007.730449
132.0000|00	 0.001534|	 0.023357|	 1014.591336|	0.001545|	 0.003013|	 1022.901394|	0.001521|	 0.144332|	 1020.445233
132.5000|00	 0.001542|	 0.014872|	 1034.604771|	0.001563|	 0.002584|	 1014.441460|	0.001535|	 0.089540|	 1041.854615
133.0000|00	 0.001947|	 0.009780|	 1047.600823|	0.375908|	 0.044828|	 1019.031668|	0.001557|	 0.055766|	 1016.159400
133.5000|00	 0.001543|	 0.006621|	 1042.696447|	0.406204|	 0.235946|	 1009.178439|	0.001530|	 0.034944|	 1019.125223
134.0000|00	 0.001544|	 0.004778|	 1025.505621|	0.001518|	 0.166632|	 1004.576336|	0.001535|	 0.022112|	 1021.010842
134.5000|00	 0.001544|	 0.003703|	 1023.834762|	0.001530|	 0.102537|	 1032.289559|	0.001538|	 0.014208|	 1043.883662
135.0000|00	 0.009344|	 0.003896|	 1018.229174|	0.001550|	 0.063288|	 1032.678113|	0.002024|	 0.009445|	 1036.617008
135.5000|00	 0.318524|	 0.042239|	 1017.519112|	0.001581|	 0.039285|	 1044.318590|	0.442598|	 0.069728|	 1024.569004
136.0000|00	 0.001570|	 0.108336|	 1021.004783|	0.001519|	 0.024595|	 1016.171938|	0.001512|	 0.178821|	 1048.187214
136.5000|00	 0.001522|	 0.069788|	 1003.023244|	0.001538|	 0.015621|	 1024.931173|	0.001531|	 0.100375|	 1040.342015
137.0000|00	 0.001571|	 0.045285|	 1018.457001|	0.002084|	 0.010250|	 1027.489581|	0.001555|	 0.057395|	 1023.235813
137.5000|00	 0.001598|	 0.029322|	 1037.290128|	0.484357|	 0.085021|	 1028.082594|	0.001588|	 0.033562|	 1018.648611
138.0000|00	 0.001536|	 0.019029|	 1026.176866|	0.187543|	 0.221074|	 1032.363857|	0.001536|	 0.020072|	 1011.654139
138.5000|00	 0.001539|	 0.012488|	 1017.561402|	0.001522|	 0.139327|	 1037.742127|	0.001539|	 0.012342|	 1021.004076
139.0000|00	 0.002464|	 0.008477|	 1024.673011|	0.001536|	 0.086257|	 1046.364388|	0.001672|	 0.007878|	 1002.613563
139.5000|00	 0.551384|	 0.114601|	 1025.529972|	0.001526|	 0.053629|	 1014.725555|	0.001549|	 0.005502|	 1012.486744
140.0000|00	 0.033346|	 0.213163|	 1045.819095|	0.001531|	 0.033560|	 1020.581562|	0.001544|	 0.003933|	 1029.615801
140.5000|00	 0.001523|	 0.131903|	 1041.113077|	0.001535|	 0.021215|	 1029.011506|	0.001545|	 0.003015|	 1024.542469
141.0000|00	 0.001538|	 0.081829|	 1038.391779|	0.001753|	 0.013631|	 1047.851300|	0.003264|	 0.002566|	 1033.418728
141.5000|00	 0.001562|	 0.050991|	 1040.919406|	0.003299|	 0.009242|	 1005.511418|	0.441982|	 0.057356|	 1023.521563
142.0000|00	 0.001531|	 0.031988|	 1015.134860|	0.001542|	 0.008110|	 1044.960751|	0.357139|	 0.242957|	 1016.053038
142.5000|00	 0.001536|	 0.020285|	 1018.859433|	0.001542|	 0.007571|	 1023.912200|	0.001519|	 0.162874|	 1042.110994
143.0000|00	 0.001539|	 0.013079|	 1040.039300|	0.001543|	 0.006479|	 1029.292371|	0.001531|	 0.099237|	 1027.109093
143.5000|00	 0.007630|	 0.009220|	 1024.906185|	0.003075|	 0.005517|	 1044.383970|	0.001552|	 0.060714|	 1038.119078
144.0000|00	 0.564261|	 0.130936|	 1022.377317|	0.001639|	 0.005991|	 1021.678272|	0.001530|	 0.037412|	 1040.120941
144.5000|00	 0.002568|	 0.204536|	 1044.184537|	0.001541|	 0.009376|	 1037.018511|	0.001534|	 0.023300|	 1014.545018
145.0000|00	 0.001525|	 0.123823|	 1033.367778|	0.001539|	 0.013773|	 1030.702751|	0.001538|	 0.014752|	 1027.871337
145.5000|00	 0.001542|	 0.073615|	 1022.716026|	0.001810|	 0.013458|	 1016.601228|	0.022520|	 0.011227|	 1029.356891
146.0000|00	 0.001528|	 0.043844|	 1016.673215|	0.001540|	 0.011181|	 1039.333245|	0.560264|	 0.152054|	 1008.140320
146.5000|00	 0.001533|	 0.026360|	 1016.724516|	0.001541|	 0.008608|	 1025.624308|	0.001534|	 0.191617|	 1037.536739
147.0000|00	 0.001538|	 0.016118|	 1026.146565|	0.001543|	 0.006480|	 1011.993515|	0.001526|	 0.118526|	 1034.406325
147.5000|00	 0.001912|	 0.010167|	 1042.650300|	0.058749|	 0.009068|	 1021.601917|	0.001542|	 0.073540|	 1043.759776
148.0000|00	 0.001543|	 0.006715|	 1024.077353|	0.572648|	 0.176586|	 1025.110986|	0.001527|	 0.045850|	 1013.871408
148.5000|00	 0.001544|	 0.004609|	 1036.248416|	0.001516|	 0.191127|	 1005.615820|	0.001532|	 0.028804|	 1029.834681
149.0000|00	 0.001545|	 0.003374|	 1019.076146|	0.001526|	 0.118027|	 1040.873200|	0.001537|	 0.018315|	 1024.689437
149.5000|00	 0.006656|	 0.003062|	 1006.374321|	0.001543|	 0.073123|	 1034.858979|	0.001836|	 0.011903|	 1039.448762
150.0000|00	 0.441027|	 0.058032|	 1026.438144|	0.001570|	 0.045538|	 1038.226542|	0.093913|	 0.015705|	 1043.971045
150.5000|00	 0.248422|	 0.223120|	 1018.879551|	0.001532|	 0.028576|	 1015.785031|	0.001524|	 0.062354|	 1043.336381
151.0000|00	 0.001522|	 0.138227|	 1037.805009|	0.001537|	 0.018151|	 1016.863374|	0.001529|	 0.041314|	 1020.067340
151.5000|00	 0.001537|	 0.083111|	 1019.547701|	0.001754|	 0.011766|	 1028.421340|	0.001613|	 0.026674|	 1026.089487
152.0000|00	 0.001563|	 0.050514|	 1041.756840|	0.156988|	 0.022238|	 1031.272415|	0.001713|	 0.017178|	 1002.429174
152.5000|00	 0.001532|	 0.031073|	 1032.639351|	0.502021|	 0.198549|	 1028.380113|	0.001540|	 0.011183|	 1011.809605
153.0000|00	 0.001536|	 0.019405|	 1010.207269|	0.001518|	 0.169868|	 1042.932553|	0.001542|	 0.007462|	 1034.072507
153.5000|00	 0.001539|	 0.012374|	 1027.738461|	0.001529|	 0.105008|	 1044.711649|	0.001543|	 0.005249|	 1022.356938
154.0000|00	 0.290431|	 0.040992|	 1050.507489|	0.001548|	 0.065120|	 1016.428266|	0.003988|	 0.004439|	 1014.004671
154.5000|00	 0.411739|	 0.213685|	 1040.140145|	0.001529|	 0.040508|	 1006.512486|	0.001544|	 0.003821|	 1033.853327
155.0000|00	 0.001520|	 0.155704|	 1039.284146|	0.001534|	 0.025322|	 1010.032129|	0.001545|	 0.003274|	 1033.827436
155.5000|00	 0.001532|	 0.096577|	 1036.994668|	0.001538|	 0.015995|	 1015.886346|	0.001545|	 0.002864|	 1011.217816
156.0000|00	 0.001552|	 0.060116|	 1042.719183|	0.001909|	 0.010390|	 1044.053896|	0.297161|	 0.032713|	 1017.002550
156.5000|00	 0.001530|	 0.037632|	 1014.417551|	0.001542|	 0.006930|	 1042.702961|	0.456262|	 0.227015|	 1022.661053
157.0000|00	 0.001534|	 0.023772|	 1011.864053|	0.001544|	 0.004836|	 1029.550914|	0.001518|	 0.170873|	 1056.071489
157.5000|00	 0.001538|	 0.015233|	 1028.864418|	0.001545|	 0.003601|	 1013.500861|	0.001529|	 0.105274|	 1026.779024
158.0000|00	 0.001936|	 0.010057|	 1043.518278|	0.010679|	 0.003790|	 1028.570949|	0.001548|	 0.065077|	 1040.278404
158.5000|00	 0.348915|	 0.049007|	 1042.404094|	0.433740|	 0.059371|	 1017.767843|	0.001580|	 0.040458|	 1037.038654
159.0000|00	 0.001515|	 0.139940|	 1043.524976|	0.001653|	 0.154338|	 1026.035385|	0.001519|	 0.025363|	 1015.993471
159.5000|00	 0.001521|	 0.079906|	 1048.092922|	0.001533|	 0.094258|	 1028.685733|	0.001539|	 0.016121|	 1014.126263
160.0000|00	 0.001569|	 0.046531|	 1023.237705|	0.001554|	 0.058588|	 1016.244729|	0.001923|	 0.010550|	 1022.881114
160.5000|00	 0.001620|	 0.027683|	 1033.647932|	0.001588|	 0.036647|	 1039.867419|	0.411464|	 0.063494|	 1034.764066
161.0000|00	 0.001537|	 0.016838|	 1011.741658|	0.001535|	 0.023128|	 1034.291461|	0.304876|	 0.222708|	 1025.982497
161.5000|00	 0.001540|	 0.010541|	 1031.602431|	0.001538|	 0.014811|	 1012.450694|	0.001521|	 0.147043|	 1044.381401
162.0000|00	 0.001545|	 0.006865|	 1033.249946|	0.001565|	 0.009720|	 1015.911565|	0.001534|	 0.090992|	 1040.616698
162.5000|00	 0.001636|	 0.005023|	 1012.919470|	0.512741|	 0.096013|	 1010.044545|	0.001526|	 0.056535|	 1017.678406
163.0000|00	 0.001544|	 0.003712|	 1027.330751|	0.124586|	 0.218054|	 1039.980831|	0.001530|	 0.035337|	 1010.917487
163.5000|00	 0.001545|	 0.002941|	 1040.543999|	0.001522|	 0.136082|	 1037.928274|	0.001535|	 0.022287|	 1022.297402
164.0000|00	 0.002539|	 0.002524|	 1026.021891|	0.001537|	 0.084465|	 1038.432850|	0.001701|	 0.014260|	 1045.473059
164.5000|00	 0.474341|	 0.065019|	 1016.200923|	0.001560|	 0.052647|	 1038.110256|	0.001956|	 0.009446|	 1046.305050
165.0000|00	 0.313404|	 0.241677|	 1015.662042|	0.001531|	 0.033026|	 1014.692731|	0.001543|	 0.006411|	 1042.885283
165.5000|00	 0.001519|	 0.158614|	 1050.228094|	0.001535|	 0.020935|	 1032.261296|	0.001544|	 0.004627|	 1023.630722
166.0000|00	 0.001532|	 0.097623|	 1026.384268|	0.001539|	 0.013485|	 1041.782415|	0.001545|	 0.003576|	 1015.887256
166.5000|00	 0.001552|	 0.060285|	 1037.846019|	0.002176|	 0.009033|	 1040.626511|	0.014174|	 0.004314|	 1000.817993
167.0000|00	 0.001579|	 0.037452|	 1042.671602|	0.487730|	 0.083232|	 1021.402812|	0.423552|	 0.064897|	 1008.964848
167.5000|00	 0.001519|	 0.023474|	 1015.090989|	0.001514|	 0.156516|	 1047.094407|	0.001516|	 0.118913|	 1024.133635
168.0000|00	 0.001542|	 0.014937|	 1025.174125|	0.001535|	 0.088400|	 1039.383564|	0.001522|	 0.074617|	 1022.676985
168.5000|00	 0.002384|	 0.009877|	 1017.939575|	0.001562|	 0.050871|	 1021.722595|	0.001567|	 0.047535|	 1018.070211
169.0000|00	 0.514121|	 0.096663|	 1035.334814|	0.001535|	 0.029945|	 1003.963378|	0.001534|	 0.030351|	 1037.066013
169.5000|00	 0.122112|	 0.218371|	 1026.971852|	0.001537|	 0.018039|	 1014.632959|	0.001536|	 0.019493|	 1028.726663
170.0000|00	 0.001523|	 0.135876|	 1036.230259|	0.001540|	 0.011187|	 1033.926910|	0.001539|	 0.012691|	 1013.482132
170.5000|00	 0.001537|	 0.084129|	 1045.533480|	0.001862|	 0.007227|	 1041.450209|	0.005027|	 0.008726|	 1020.408861
171.0000|00	 0.001526|	 0.052316|	 1015.825040|	0.001545|	 0.005151|	 1013.715064|	0.562030|	 0.126492|	 1026.870430
171.5000|00	 0.001531|	 0.032747|	 1007.198770|	0.001544|	 0.003750|	 1030.828107|	0.004160|	 0.207058|	 1046.437595
172.0000|00	 0.001535|	 0.020705|	 1041.228621|	0.001545|	 0.002930|	 1020.011485|	0.001524|	 0.128153|	 1039.764404
172.5000|00	 0.001777|	 0.013312|	 1031.688468|	0.004631|	 0.002633|	 1029.767907|	0.001539|	 0.079536|	 1044.435046
173.0000|00	 0.001913|	 0.008901|	 1044.509417|	0.530224|	 0.080594|	 1028.290347|	0.001562|	 0.049588|	 1038.097137
173.5000|00	 0.001543|	 0.006281|	 1041.343786|	0.237691|	 0.243602|	 1013.259442|	0.001532|	 0.031128|	 1016.418979
174.0000|00	 0.001544|	 0.004905|	 1024.013810|	0.001520|	 0.154390|	 1043.904358|	0.001536|	 0.019758|	 1005.965541
174.5000|00	 0.001544|	 0.004034|	 1022.102071|	0.001533|	 0.094812|	 1024.518331|	0.001539|	 0.012757|	 1027.244287
175.0000|00	 0.008893|	 0.004338|	 1036.851853|	0.001554|	 0.058406|	 1031.759631|	0.004307|	 0.008777|	 1036.128760
175.5000|00	 0.139292|	 0.029289|	 1014.252610|	0.001530|	 0.036202|	 1046.679840|	0.554828|	 0.117580|	 1021.956003
176.0000|00	 0.001525|	 0.057607|	 1026.733757|	0.001535|	 0.022658|	 1031.488912|	0.001516|	 0.193115|	 1045.062065
176.5000|00	 0.001528|	 0.044353|	 1020.830667|	0.001538|	 0.014408|	 1003.525496|	0.001529|	 0.107605|	 1023.158471
177.0000|00	 0.001607|	 0.031151|	 1015.486800|	0.008141|	 0.009998|	 1043.250588|	0.001551|	 0.061662|	 1023.827148
177.5000|00	 0.001535|	 0.021291|	 1037.601314|	0.560185|	 0.132334|	 1040.849706|	0.001530|	 0.036016|	 1045.503295
178.0000|00	 0.001538|	 0.014407|	 1027.559820|	0.002452|	 0.202234|	 1026.374975|	0.001535|	 0.021470|	 1017.597013
178.5000|00	 0.001541|	 0.009806|	 1003.929436|	0.001525|	 0.124979|	 1032.958575|	0.001539|	 0.013134|	 1032.027762
179.0000|00	 0.027472|	 0.008630|	 1010.012939|	0.001540|	 0.077458|	 1044.200352|	0.002003|	 0.008363|	 1033.475180
179.5000|00	 0.575525|	 0.158238|	 1020.626748|	0.001527|	 0.048231|	 1014.942436|	0.001543|	 0.005696|	 1013.579017
180.0000|00	 0.001520|	 0.195367|	 1043.552174|	0.001532|	 0.030250|	 1008.610089|	0.001544|	 0.004017|	 1038.359172
180.5000|00	 0.001525|	 0.120827|	 1044.651027|	0.001536|	 0.019191|	 1047.055844|	0.001545|	 0.003035|	 1015.671281
181.0000|00	 0.001542|	 0.074958|	 1037.849395|	0.001816|	 0.012421|	 1041.686650|	0.007043|	 0.002865|	 1002.508489
181.5000|00	 0.001566|	 0.046734|	 1039.760140|	0.015904|	 0.009950|	 1042.365326|	0.535905|	 0.081510|	 1026.646977
182.0000|00	 0.001532|	 0.029351|	 1013.753540|	0.001539|	 0.012176|	 1043.552294|	0.236266|	 0.245283|	 1017.686068
182.5000|00	 0.001536|	 0.018653|	 1014.765269|	0.001540|	 0.011642|	 1024.467620|	0.001520|	 0.152566|	 1036.270145
183.0000|00	 0.001540|	 0.012070|	 1017.697219|	0.001541|	 0.009427|	 1015.305874|	0.001533|	 0.092297|	 1018.775011
183.5000|00	 0.046443|	 0.011579|	 1036.924662|	0.002307|	 0.007353|	 1002.271775|	0.001556|	 0.056221|	 1039.201627
184.0000|00	 0.560186|	 0.168415|	 1019.139835|	0.001543|	 0.005938|	 1014.802453|	0.001530|	 0.034559|	 1042.527652
184.5000|00	 0.001517|	 0.186955|	 1042.359717|	0.001543|	 0.005825|	 1031.777750|	0.001535|	 0.021512|	 1025.178387
185.0000|00	 0.001527|	 0.114923|	 1026.307528|	0.001542|	 0.007512|	 1022.577292|	0.001539|	 0.013640|	 1021.218996
185.5000|00	 0.001545|	 0.069763|	 1020.918785|	0.002235|	 0.008267|	 1017.564785|	0.097559|	 0.017088|	 1049.158691
186.0000|00	 0.001528|	 0.042209|	 1004.795135|	0.001542|	 0.007548|	 1036.189155|	0.527908|	 0.184861|	 1047.206597
186.5000|00	 0.001534|	 0.025682|	 1016.402208|	0.001543|	 0.006214|	 1026.270334|	0.001517|	 0.175381|	 1037.481055
187.0000|00	 0.001538|	 0.015847|	 1043.526333|	0.001544|	 0.004956|	 1032.987100|	0.001528|	 0.108578|	 1030.515214
187.5000|00	 0.001925|	 0.010089|	 1041.696576|	0.142216|	 0.015712|	 1013.169252|	0.001546|	 0.067441|	 1041.721287
188.0000|00	 0.001543|	 0.006674|	 1022.274806|	0.534719|	 0.201582|	 1019.908933|	0.001528|	 0.042109|	 1012.867482
188.5000|00	 0.001544|	 0.004607|	 1038.465739|	0.001517|	 0.181182|	 1052.453449|	0.001533|	 0.026509|	 1010.876626
189.0000|00	 0.001545|	 0.003399|	 1034.642303|	0.001527|	 0.111821|	 1044.467239|	0.001537|	 0.016907|	 1027.455503
189.5000|00	 0.008796|	 0.003349|	 1027.801337|	0.001545|	 0.069242|	 1036.581797|	0.001874|	 0.011056|	 1037.021909
190.0000|00	 0.443436|	 0.059484|	 1019.897509|	0.001574|	 0.043108|	 1036.077228|	0.217975|	 0.029133|	 1042.607863
190.5000|00	 0.036368|	 0.187927|	 1022.368231|	0.001519|	 0.027050|	 1003.223168|	0.001517|	 0.108013|	 1042.659029
191.0000|00	 0.001527|	 0.115226|	 1030.196933|	0.001537|	 0.017194|	 1010.226303|	0.001524|	 0.063280|	 1021.035495
191.5000|00	 0.001544|	 0.070256|	 1013.017540|	0.001860|	 0.011202|	 1021.499974|	0.001585|	 0.038008|	 1026.899372
192.0000|00	 0.001574|	 0.043202|	 1044.587964|	0.295142|	 0.040797|	 1043.577026|	0.001648|	 0.023194|	 1027.824288
192.5000|00	 0.001533|	 0.026866|	 1035.494070|	0.414978|	 0.215856|	 1024.961969|	0.001538|	 0.014426|	 1015.067050
193.0000|00	 0.001537|	 0.016965|	 1002.043053|	0.001519|	 0.156989|	 1040.730974|	0.001541|	 0.009224|	 1025.162753
193.5000|00	 0.001540|	 0.010952|	 1025.974416|	0.001532|	 0.097108|	 1040.958954|	0.001543|	 0.006150|	 1026.875311
194.0000|00	 0.426373|	 0.067901|	 1041.251554|	0.001552|	 0.060296|	 1017.203916|	0.003325|	 0.004744|	 1014.189678
194.5000|00	 0.279697|	 0.221487|	 1042.398401|	0.001530|	 0.037632|	 1041.268384|	0.001544|	 0.003666|	 1025.899591
195.0000|00	 0.001521|	 0.144765|	 1041.460034|	0.001534|	 0.023664|	 1018.447278|	0.001545|	 0.002997|	 1041.741650
195.5000|00	 0.001534|	 0.089838|	 1036.520250|	0.001540|	 0.015063|	 1047.909560|	0.001558|	 0.002580|	 1003.171913
196.0000|00	 0.001556|	 0.055967|	 1039.950485|	0.001938|	 0.009897|	 1043.222252|	0.383831|	 0.046244|	 1014.572583
196.5000|00	 0.001530|	 0.035077|	 1014.498602|	0.001543|	 0.006690|	 1041.794266|	0.399407|	 0.236228|	 1016.068196
197.0000|00	 0.001535|	 0.022200|	 1025.285339|	0.001544|	 0.004816|	 1030.200108|	0.001518|	 0.165682|	 1040.974619
197.5000|00	 0.001538|	 0.014266|	 1026.688851|	0.001544|	 0.003718|	 1033.389477|	0.001530|	 0.101967|	 1022.436735
198.0000|00	 0.002045|	 0.009487|	 1039.394788|	0.009658|	 0.003936|	 1009.639506|	0.001550|	 0.062950|	 1031.822460
198.5000|00	 0.457193|	 0.074119|	 1059.485920|	0.322476|	 0.043718|	 1012.756565|	0.001579|	 0.039085|	 1037.940081
