#time	 a1	 c1	 intFac1	 a2	 c2	 intFac2
51.50000|0	 0.001527|	 0.046733|	 1037.496494|	0.001542|	 0.007860|	 1044.248386|	0.560914|	 0.148512|	 1052.328707
52.00000|0	 0.001533|	 0.028368|	 1013.957803|	0.001543|	 0.006533|	 1020.026435|	0.001558|	 0.193299|	 1019.485830
52.50000|0	 0.001537|	 0.017435|	 1036.920604|	0.001543|	 0.005221|	 1017.628013|	0.001526|	 0.119592|	 1004.783929
53.00000|0	 0.001869|	 0.010997|	 1039.043575|	0.040723|	 0.006888|	 1012.625980|	0.001542|	 0.074210|	 1019.500267
53.50000|0	 0.001542|	 0.007232|	 1028.070965|	0.588655|	 0.167573|	 1034.986745|	0.001527|	 0.046270|	 1022.991635
54.00000|0	 0.001544|	 0.004924|	 1035.616058|	0.001516|	 0.198070|	 1019.237182|	0.001532|	 0.029066|	 1029.864766
54.50000|0	 0.001545|	 0.003562|	 1025.802590|	0.001525|	 0.122175|	 1041.792442|	0.001536|	 0.018478|	 1030.951174
55.00000|0	 0.004918|	 0.003009|	 1039.416662|	0.001541|	 0.075601|	 1032.056545|	0.001831|	 0.011996|	 1041.586589
55.50000|0	 0.356616|	 0.043001|	 1027.189744|	0.001568|	 0.047019|	 1017.835895|	0.038935|	 0.010925|	 1042.453514
56.00000|0	 0.368651|	 0.226836|	 1030.521775|	0.001532|	 0.029463|	 1012.323426|	0.001525|	 0.056187|	 1011.310511
56.50000|0	 0.001521|	 0.148469|	 1014.957400|	0.001536|	 0.018682|	 1023.146820|	0.001529|	 0.039231|	 1022.587231
57.00000|0	 0.001535|	 0.088917|	 1034.675274|	0.001549|	 0.012071|	 1018.327610|	0.001536|	 0.025899|	 1025.403015
57.50000|0	 0.001559|	 0.053863|	 1041.382434|	0.068349|	 0.013449|	 1041.129853|	0.001717|	 0.016903|	 1042.763621
58.00000|0	 0.001531|	 0.033025|	 1015.136160|	0.549052|	 0.177425|	 1037.862542|	0.001540|	 0.011115|	 1014.972280
58.50000|0	 0.001536|	 0.020549|	 1016.981739|	0.001517|	 0.182079|	 1036.525392|	0.001542|	 0.007469|	 1014.120075
59.00000|0	 0.001539|	 0.013048|	 1022.284016|	0.001527|	 0.112471|	 1012.289237|	0.001543|	 0.005317|	 1028.304217
59.50000|0	 0.152597|	 0.022434|	 1040.509823|	0.001545|	 0.069663|	 1015.961149|	0.003503|	 0.004495|	 1017.311713
60.00000|0	 0.499112|	 0.196719|	 1046.472564|	0.001528|	 0.043226|	 1019.216695|	0.001544|	 0.004099|	 1040.952140
60.50000|0	 0.001518|	 0.168792|	 1038.541660|	0.001533|	 0.026919|	 1046.815879|	0.001545|	 0.003538|	 1040.420834
61.00000|0	 0.001529|	 0.104602|	 1039.164103|	0.001537|	 0.016922|	 1032.334993|	0.001545|	 0.003084|	 1012.882907
61.50000|0	 0.001548|	 0.065035|	 1008.397198|	0.001881|	 0.010905|	 1049.062878|	0.135205|	 0.013813|	 1005.806961
62.00000|0	 0.001529|	 0.040649|	 1024.478323|	0.001542|	 0.007264|	 1040.292911|	0.550683|	 0.202499|	 1025.685221
62.50000|0	 0.001534|	 0.025622|	 1021.226800|	0.001544|	 0.005090|	 1027.535872|	0.001516|	 0.186873|	 1017.180305
63.00000|0	 0.001537|	 0.016367|	 1019.419165|	0.001544|	 0.003837|	 1027.962802|	0.001527|	 0.115046|	 1046.553565
63.50000|0	 0.001891|	 0.010724|	 1040.680089|	0.005288|	 0.003423|	 1019.134821|	0.001544|	 0.071021|	 1034.248467
64.00000|0	 0.257302|	 0.034312|	 1035.969507|	0.183036|	 0.021894|	 1021.516558|	0.001573|	 0.044064|	 1040.272127
64.50000|0	 0.219172|	 0.189887|	 1052.690517|	0.147184|	 0.118884|	 1035.333386|	0.001519|	 0.027553|	 1011.940843
65.00000|0	 0.001527|	 0.111920|	 1028.016065|	0.001521|	 0.077989|	 1011.946816|	0.001536|	 0.017447|	 1017.509034
65.50000|0	 0.001549|	 0.063785|	 1023.400749|	0.001563|	 0.050432|	 1032.177145|	0.001866|	 0.011327|	 1047.890365
66.00000|0	 0.001587|	 0.037155|	 1039.630804|	0.001601|	 0.032591|	 1036.148049|	0.342502|	 0.049425|	 1026.847422
66.50000|0	 0.001535|	 0.022126|	 1015.050232|	0.001535|	 0.021098|	 1032.001527|	0.373999|	 0.219029|	 1042.393555
67.00000|0	 0.001539|	 0.013527|	 1038.811969|	0.001539|	 0.013788|	 1009.800018|	0.001520|	 0.152401|	 1040.104510
67.50000|0	 0.001542|	 0.008560|	 1041.247578|	0.001543|	 0.009186|	 1035.328687|	0.001533|	 0.094297|	 1008.939698
68.00000|0	 0.002293|	 0.005898|	 1014.758086|	0.475062|	 0.079381|	 1036.848279|	0.001552|	 0.058575|	 1013.604232
68.50000|0	 0.001544|	 0.004161|	 1034.232588|	0.217942|	 0.223447|	 1043.481460|	0.001530|	 0.036603|	 1010.025930
69.00000|0	 0.001545|	 0.003142|	 1037.011051|	0.001521|	 0.142226|	 1034.646711|	0.001535|	 0.023091|	 1028.459864
69.50000|0	 0.001578|	 0.002549|	 1009.857610|	0.001535|	 0.088201|	 1031.476631|	0.001545|	 0.014778|	 1020.779917
70.00000|0	 0.287295|	 0.031424|	 1007.836115|	0.001558|	 0.054923|	 1043.262809|	0.002173|	 0.009809|	 1037.813092
70.50000|0	 0.473674|	 0.230180|	 1023.209195|	0.001531|	 0.034417|	 1025.027598|	0.001541|	 0.009017|	 1048.209957
71.00000|0	 0.001517|	 0.175324|	 1010.684312|	0.001535|	 0.021784|	 1018.683092|	0.001541|	 0.008687|	 1021.209474
71.50000|0	 0.001529|	 0.106587|	 1027.548397|	0.001539|	 0.014004|	 1042.719287|	0.001542|	 0.007437|	 1016.767212
72.00000|0	 0.001548|	 0.065079|	 1039.154372|	0.003148|	 0.009425|	 1041.111052|	0.002591|	 0.006113|	 1045.749622
72.50000|0	 0.001529|	 0.040020|	 1037.131771|	0.538771|	 0.108916|	 1030.834627|	0.001704|	 0.005623|	 1019.028191
73.00000|0	 0.001534|	 0.024864|	 1019.884136|	0.057623|	 0.214226|	 1045.902761|	0.001543|	 0.006461|	 1020.870173
73.50000|0	 0.001538|	 0.015694|	 1033.745088|	0.001523|	 0.131628|	 1042.328177|	0.001541|	 0.009572|	 1015.204758
74.00000|0	 0.009679|	 0.010807|	 1045.093855|	0.001539|	 0.079325|	 1018.174936|	0.001939|	 0.010546|	 1022.902098
74.50000|0	 0.556655|	 0.136364|	 1013.957421|	0.001527|	 0.047623|	 1030.472312|	0.001541|	 0.009497|	 1038.688309
75.00000|0	 0.002007|	 0.198244|	 1036.580614|	0.001532|	 0.028754|	 1017.727430|	0.001542|	 0.007644|	 1032.079108
75.50000|0	 0.001525|	 0.122624|	 1043.665326|	0.001537|	 0.017600|	 1030.980346|	0.001543|	 0.005942|	 1014.180559
76.00000|0	 0.001541|	 0.076072|	 1008.292204|	0.001860|	 0.011059|	 1043.802156|	0.039671|	 0.007231|	 1031.775161
76.50000|0	 0.001527|	 0.047415|	 1024.174261|	0.001542|	 0.007253|	 1043.191024|	0.583488|	 0.167166|	 1036.562182
77.00000|0	 0.001532|	 0.029771|	 1021.158564|	0.001544|	 0.004929|	 1030.759941|	0.001516|	 0.195986|	 1044.255922
77.50000|0	 0.001536|	 0.018912|	 1029.095793|	0.001545|	 0.003558|	 1031.636323|	0.001525|	 0.120966|	 1042.678624
78.00000|0	 0.001822|	 0.012265|	 1048.701429|	0.005464|	 0.003049|	 1043.686614|	0.001542|	 0.074906|	 1033.777561
78.50000|0	 0.042050|	 0.011355|	 1037.534018|	0.422151|	 0.054052|	 1016.075260|	0.001568|	 0.046623|	 1036.839851
79.00000|0	 0.001529|	 0.038595|	 1045.422501|	0.336810|	 0.235351|	 1023.278582|	0.001532|	 0.029240|	 1022.756076
79.50000|0	 0.001532|	 0.029430|	 1034.673590|	0.001520|	 0.150423|	 1006.601255|	0.001536|	 0.018559|	 1036.245554
80.00000|0	 0.001539|	 0.020321|	 1022.580325|	0.001534|	 0.090163|	 1030.317916|	0.001546|	 0.012001|	 1011.649930
80.50000|0	 0.001784|	 0.013730|	 1039.560328|	0.001558|	 0.054641|	 1040.946363|	0.081002|	 0.014556|	 1040.739658
81.00000|0	 0.001541|	 0.009314|	 1017.126172|	0.001531|	 0.033498|	 1033.436091|	0.542591|	 0.181495|	 1040.385211
81.50000|0	 0.001543|	 0.006471|	 1033.601901|	0.001535|	 0.020831|	 1015.747790|	0.001517|	 0.179896|	 1046.445611
82.00000|0	 0.001544|	 0.004867|	 1013.972833|	0.001539|	 0.013215|	 1035.295692|	0.001528|	 0.111141|	 1043.900673
82.50000|0	 0.003778|	 0.004496|	 1018.514088|	0.186450|	 0.026667|	 1022.676734|	0.001545|	 0.068807|	 1013.386303
83.00000|0	 0.001544|	 0.004221|	 1028.555577|	0.478484|	 0.201561|	 1024.509696|	0.001528|	 0.042620|	 1031.347608
83.50000|0	 0.001544|	 0.003699|	 1033.603862|	0.001519|	 0.164684|	 1035.174396|	0.001533|	 0.026485|	 1022.632173
84.00000|0	 0.001545|	 0.003223|	 1012.757642|	0.001530|	 0.102084|	 1033.551711|	0.001537|	 0.016619|	 1040.878944
84.50000|0	 0.232777|	 0.024455|	 1024.832816|	0.001549|	 0.063492|	 1013.584204|	0.001891|	 0.010705|	 1046.412328
85.00000|0	 0.491527|	 0.218271|	 1033.164616|	0.001529|	 0.039703|	 1018.575932|	0.001542|	 0.007092|	 1043.356634
85.50000|0	 0.001517|	 0.174710|	 1034.629058|	0.001534|	 0.025043|	 1021.245887|	0.001544|	 0.004882|	 1025.504626
86.00000|0	 0.001529|	 0.107692|	 1038.604343|	0.001538|	 0.016012|	 1024.866921|	0.001545|	 0.003562|	 1016.849585
86.50000|0	 0.001547|	 0.066621|	 1029.302290|	0.001902|	 0.010524|	 1048.454335|	0.012028|	 0.003757|	 1036.719833
87.00000|0	 0.001575|	 0.041452|	 1039.094680|	0.193830|	 0.025685|	 1039.016574|	0.538993|	 0.082929|	 1029.561628
87.50000|0	 0.001533|	 0.026007|	 1018.694774|	0.001523|	 0.065287|	 1045.378628|	0.076616|	 0.212779|	 1028.053867
88.00000|0	 0.001537|	 0.016540|	 1040.128603|	0.001528|	 0.042295|	 1042.335100|	0.001524|	 0.127522|	 1010.964020
88.50000|0	 0.001858|	 0.010777|	 1037.447769|	0.001623|	 0.026995|	 1023.025239|	0.001541|	 0.076739|	 1025.785421
89.00000|0	 0.249337|	 0.033218|	 1026.910162|	0.001711|	 0.017260|	 1036.170733|	0.001568|	 0.046693|	 1035.701636
89.50000|0	 0.449759|	 0.212185|	 1039.243474|	0.001540|	 0.011176|	 1016.314007|	0.001532|	 0.028766|	 1033.704064
90.00000|0	 0.001519|	 0.161832|	 1047.395910|	0.001542|	 0.007438|	 1016.559344|	0.001537|	 0.018007|	 1015.883436
90.50000|0	 0.001531|	 0.100033|	 1026.462563|	0.001543|	 0.005247|	 1015.867363|	0.001540|	 0.011524|	 1029.249010
91.00000|0	 0.001551|	 0.062024|	 1015.345652|	0.003990|	 0.004545|	 1012.937265|	0.369367|	 0.054896|	 1036.542025
91.50000|0	 0.001529|	 0.038564|	 1013.881514|	0.001544|	 0.003830|	 1020.811489|	0.345763|	 0.219790|	 1036.664002
92.00000|0	 0.001534|	 0.024104|	 1041.795864|	0.001545|	 0.003283|	 1029.782395|	0.001520|	 0.149696|	 1028.771604
92.50000|0	 0.001538|	 0.015236|	 1041.478667|	0.001546|	 0.002865|	 1011.620220|	0.001533|	 0.092845|	 1038.194432
93.00000|0	 0.001935|	 0.009934|	 1048.255113|	0.375229|	 0.045130|	 1028.970310|	0.001555|	 0.057799|	 1035.541202
93.50000|0	 0.001543|	 0.006633|	 1043.089206|	0.400934|	 0.233810|	 1025.654544|	0.001530|	 0.036194|	 1005.742552
94.00000|0	 0.001544|	 0.004627|	 1024.604663|	0.001519|	 0.164384|	 1045.169149|	0.001535|	 0.022881|	 1027.796365
94.50000|0	 0.001545|	 0.003431|	 1018.795380|	0.001530|	 0.101313|	 1035.459474|	0.001538|	 0.014681|	 1018.129928
95.00000|0	 0.018321|	 0.004352|	 1036.467294|	0.001550|	 0.062672|	 1032.774020|	0.001956|	 0.009727|	 1038.475510
95.50000|0	 0.578088|	 0.098423|	 1026.810379|	0.001529|	 0.039003|	 1042.677501|	0.291054|	 0.043791|	 1036.875762
96.00000|0	 0.001921|	 0.187406|	 1042.249355|	0.001533|	 0.024484|	 1020.255324|	0.001520|	 0.083372|	 1048.144022
96.50000|0	 0.001527|	 0.113251|	 1009.739035|	0.001538|	 0.015593|	 1030.668317|	0.001526|	 0.050882|	 1028.848368
97.00000|0	 0.001546|	 0.068518|	 1023.051499|	0.001921|	 0.010219|	 1014.422964|	0.001606|	 0.031344|	 1025.060201
97.50000|0	 0.001577|	 0.041906|	 1035.954535|	0.367202|	 0.052884|	 1023.750413|	0.001681|	 0.019523|	 1041.540785
98.00000|0	 0.001533|	 0.025955|	 1036.863119|	0.357473|	 0.221996|	 1029.422737|	0.001539|	 0.012368|	 1016.841309
98.50000|0	 0.001537|	 0.016347|	 1016.417629|	0.001520|	 0.151850|	 1043.421981|	0.001542|	 0.008068|	 1017.146036
99.00000|0	 0.001542|	 0.010544|	 1025.036058|	0.001533|	 0.093899|	 1016.834721|	0.001544|	 0.005541|	 1041.510073
